"key","dogstatsd_relevant","reason"
"sslkeylogfile","true","TLS key logging may affect DogStatsD connections"
"statsd_forward_host","true","directly controls DogStatsD metric forwarding host"
"statsd_forward_port","true","directly controls DogStatsD metric forwarding port"
"statsd_metric_blocklist","true","blocks specific DogStatsD metrics by name"
"statsd_metric_blocklist_match_prefix","true","controls prefix matching for metric blocklist"
"statsd_metric_namespace","true","prepends namespace prefix to DogStatsD metrics"
"statsd_metric_namespace_blacklist","true","deprecated blocklist for metric namespaces"
"statsd_metric_namespace_blocklist","true","blocks metric namespace prefixes in DogStatsD"
"synthetics","false","parent key for synthetics monitoring not DogStatsD"
"synthetics.collector","false","synthetics collector config not DogStatsD"
"synthetics.collector.enabled","false","synthetics collector toggle not DogStatsD"
"synthetics.collector.flush_interval","false","synthetics collector flush not DogStatsD"
"synthetics.collector.workers","false","synthetics collector workers not DogStatsD"
"synthetics.forwarder.additional_endpoints","false","synthetics forwarder endpoints not DogStatsD"
"synthetics.forwarder.batch_max_concurrent_send","false","synthetics forwarder concurrency not DogStatsD"
"synthetics.forwarder.batch_max_content_size","false","synthetics forwarder content size not DogStatsD"
"synthetics.forwarder.batch_max_size","false","synthetics forwarder batch size not DogStatsD"
"synthetics.forwarder.batch_wait","false","synthetics forwarder batch wait not DogStatsD"
"synthetics.forwarder.compression_kind","false","synthetics forwarder compression not DogStatsD"
"synthetics.forwarder.compression_level","false","synthetics forwarder compression not DogStatsD"
"synthetics.forwarder.connection_reset_interval","false","synthetics forwarder conn reset not DogStatsD"
"synthetics.forwarder.dd_url","false","synthetics forwarder URL not DogStatsD"
"synthetics.forwarder.dev_mode_no_ssl","false","synthetics forwarder SSL mode not DogStatsD"
"synthetics.forwarder.input_chan_size","false","synthetics forwarder input chan not DogStatsD"
"synthetics.forwarder.logs_dd_url","false","synthetics forwarder logs URL not DogStatsD"
"synthetics.forwarder.logs_no_ssl","false","synthetics forwarder logs SSL not DogStatsD"
"synthetics.forwarder.sender_backoff_base","false","synthetics forwarder backoff not DogStatsD"
"synthetics.forwarder.sender_backoff_factor","false","synthetics forwarder backoff not DogStatsD"
"synthetics.forwarder.sender_backoff_max","false","synthetics forwarder backoff not DogStatsD"
"synthetics.forwarder.sender_recovery_interval","false","synthetics forwarder recovery not DogStatsD"
"synthetics.forwarder.sender_recovery_reset","false","synthetics forwarder recovery not DogStatsD"
"synthetics.forwarder.use_compression","false","synthetics forwarder compression not DogStatsD"
"synthetics.forwarder.use_v2_api","false","synthetics forwarder API version not DogStatsD"
"synthetics.forwarder.zstd_compression_level","false","synthetics forwarder zstd level not DogStatsD"
"syslog_rfc","false","syslog format for log collection not DogStatsD"
"syslog_uri","true","logging infra used by DogStatsD components"
"system_probe_config.adjusted","false","prefix indicates non-DSD subsystem"
"system_probe_config.allow_prebuilt_fallback","false","prefix indicates non-DSD subsystem"
"system_probe_config.allow_precompiled_fallback","false","prefix indicates non-DSD subsystem"
"system_probe_config.allow_runtime_compiled_fallback","false","prefix indicates non-DSD subsystem"
"system_probe_config.apt_config_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.attach_kprobes_with_kprobe_events_abi","false","prefix indicates non-DSD subsystem"
"system_probe_config.bpf_debug","false","prefix indicates non-DSD subsystem"
"system_probe_config.bpf_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.btf_output_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.btf_path","false","prefix indicates non-DSD subsystem"
"system_probe_config.closed_channel_size","false","prefix indicates non-DSD subsystem"
"system_probe_config.closed_connection_flush_threshold","false","prefix indicates non-DSD subsystem"
"system_probe_config.collect_dns_domains","false","prefix indicates non-DSD subsystem"
"system_probe_config.collect_dns_stats","false","prefix indicates non-DSD subsystem"
"system_probe_config.collect_local_dns","false","prefix indicates non-DSD subsystem"
"system_probe_config.conntrack_max_state_size","false","prefix indicates non-DSD subsystem"
"system_probe_config.conntrack_rate_limit","false","prefix indicates non-DSD subsystem"
"system_probe_config.debug_port","false","prefix indicates non-DSD subsystem"
"system_probe_config.dest_excludes","false","prefix indicates non-DSD subsystem"
"system_probe_config.disable_dns_inspection","false","prefix indicates non-DSD subsystem"
"system_probe_config.disable_ipv6","false","prefix indicates non-DSD subsystem"
"system_probe_config.disable_tcp","false","prefix indicates non-DSD subsystem"
"system_probe_config.disable_thp","false","prefix indicates non-DSD subsystem"
"system_probe_config.disable_udp","false","prefix indicates non-DSD subsystem"
"system_probe_config.dns_timeout_in_s","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_co_re","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_conntrack","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_conntrack_all_namespaces","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_kernel_header_download","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_oom_kill","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_runtime_compiler","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_tcp_queue_length","false","prefix indicates non-DSD subsystem"
"system_probe_config.enable_tracepoints","false","prefix indicates non-DSD subsystem"
"system_probe_config.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.excluded_linux_versions","false","prefix indicates non-DSD subsystem"
"system_probe_config.expected_tags_duration","false","prefix indicates non-DSD subsystem"
"system_probe_config.external","false","prefix indicates non-DSD subsystem"
"system_probe_config.health_port","false","prefix indicates non-DSD subsystem"
"system_probe_config.http_idle_connection_ttl_in_s","false","prefix indicates non-DSD subsystem"
"system_probe_config.http_map_cleaner_interval_in_s","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.api_key","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.block_profile_rate","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.cpu_duration","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.custom_attributes","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.delta_profiles","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.enable_block_profiling","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.enable_goroutine_stacktraces","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.enable_mutex_profiling","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.env","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.extra_tags","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.mutex_profile_fraction","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.period","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.profile_dd_url","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.site","false","prefix indicates non-DSD subsystem"
"system_probe_config.internal_profiling.unix_socket","false","prefix indicates non-DSD subsystem"
"system_probe_config.kernel_header_dirs","false","prefix indicates non-DSD subsystem"
"system_probe_config.kernel_header_download_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.language_detection.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.log_file","false","prefix indicates non-DSD subsystem"
"system_probe_config.log_level","false","prefix indicates non-DSD subsystem"
"system_probe_config.max_closed_connections_buffered","false","prefix indicates non-DSD subsystem"
"system_probe_config.max_connection_state_buffered","false","prefix indicates non-DSD subsystem"
"system_probe_config.max_conns_per_message","false","prefix indicates non-DSD subsystem"
"system_probe_config.max_dns_stats","false","prefix indicates non-DSD subsystem"
"system_probe_config.max_tracked_connections","false","prefix indicates non-DSD subsystem"
"system_probe_config.memory_controller.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.memory_controller.hierarchy","false","prefix indicates non-DSD subsystem"
"system_probe_config.memory_controller.pressure_levels","false","prefix indicates non-DSD subsystem"
"system_probe_config.memory_controller.thresholds","false","prefix indicates non-DSD subsystem"
"system_probe_config.offset_guess_threshold","false","prefix indicates non-DSD subsystem"
"system_probe_config.process_config.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.process_service_inference.enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.process_service_inference.use_improved_algorithm","false","prefix indicates non-DSD subsystem"
"system_probe_config.process_service_inference.use_windows_service_name","false","prefix indicates non-DSD subsystem"
"system_probe_config.remote_config_btf_enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.runtime_compiler_output_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.source_excludes","false","prefix indicates non-DSD subsystem"
"system_probe_config.sysprobe_socket","false","prefix indicates non-DSD subsystem"
"system_probe_config.telemetry_enabled","false","prefix indicates non-DSD subsystem"
"system_probe_config.telemetry_perf_buffer_emit_per_cpu","false","prefix indicates non-DSD subsystem"
"system_probe_config.windows.enable_monotonic_count","false","prefix indicates non-DSD subsystem"
"system_probe_config.yum_repos_dir","false","prefix indicates non-DSD subsystem"
"system_probe_config.zypper_repos_dir","false","prefix indicates non-DSD subsystem"
"system_tray.log_file","false","Windows system tray GUI, not DogStatsD"
